4.3303 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
6.7321 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0. , 0.1]), rgb=UNKNOWN, text="Please don't move or blink", units='height', win=Window(...), wrapWidth=1)
6.7370 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='If you ready, press [space bar]\n', units='height', win=Window(...), wrapWidth=1)
6.7520 	EXP 	Created cross = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='cross', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
6.7551 	EXP 	Created faces = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='faces', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
6.7580 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Endding block', units='height', win=Window(...), wrapWidth=1)
0.0100 	INFO 	Keyboard events cleared
0.0097 	EXP 	text: autoDraw = True
0.0097 	EXP 	text_2: autoDraw = True
1.2709 	DEBUG 	Read csv file with pandas: blocks/block1.csv
1.2716 	DEBUG 	Clearing unnamed columns from blocks/block1.csv
1.2720 	EXP 	Imported blocks/block1.csv as conditions, 5 conditions, 4 params
1.2721 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'block': 1, 'trial': 1, 'image': 'faces/unknown/unknown_48.jpg', 'type': 'unknown', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
1.3075 	DATA 	Keypress: space
1.3134 	EXP 	text: autoDraw = False
1.3134 	EXP 	text_2: autoDraw = False
1.3134 	EXP 	faces: autoDraw = True
1.3134 	EXP 	faces: image = 'faces/unknown/unknown_48.jpg'
2.2589 	EXP 	cross: autoDraw = True
3.1917 	EXP 	cross: autoDraw = False
3.2584 	INFO 	Keyboard events cleared
3.2582 	EXP 	faces: autoDraw = True
5.2427 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'block': 1, 'trial': 2, 'image': 'faces/unknown/unknown_174.jpg', 'type': 'unknown', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
5.2769 	EXP 	faces: autoDraw = False
5.2769 	EXP 	cross: autoDraw = False
5.2769 	EXP 	faces: autoDraw = False
5.2769 	EXP 	faces: autoDraw = True
5.2769 	EXP 	faces: image = 'faces/unknown/unknown_174.jpg'
6.2350 	EXP 	cross: autoDraw = True
6.8889 	EXP 	cross: autoDraw = False
7.2344 	INFO 	Keyboard events cleared
7.2341 	EXP 	faces: autoDraw = True
9.2237 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'block': 1, 'trial': 3, 'image': 'faces/unknown/unknown_66.jpg', 'type': 'unknown', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
9.2587 	EXP 	faces: autoDraw = False
9.2587 	EXP 	cross: autoDraw = False
9.2587 	EXP 	faces: autoDraw = False
9.2587 	EXP 	faces: autoDraw = True
9.2587 	EXP 	faces: image = 'faces/unknown/unknown_66.jpg'
10.2159 	EXP 	cross: autoDraw = True
10.9674 	EXP 	cross: autoDraw = False
11.2162 	INFO 	Keyboard events cleared
11.2159 	EXP 	faces: autoDraw = True
13.2053 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'block': 1, 'trial': 4, 'image': 'faces/unknown/unknown_267.jpg', 'type': 'unknown', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
13.2342 	EXP 	faces: autoDraw = False
13.2342 	EXP 	cross: autoDraw = False
13.2342 	EXP 	faces: autoDraw = False
13.2342 	EXP 	faces: autoDraw = True
13.2342 	EXP 	faces: image = 'faces/unknown/unknown_267.jpg'
14.1975 	EXP 	cross: autoDraw = True
14.9185 	EXP 	cross: autoDraw = False
15.1975 	INFO 	Keyboard events cleared
15.1973 	EXP 	faces: autoDraw = True
17.1870 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'block': 1, 'trial': 5, 'image': 'faces/unknown/unknown_210.jpg', 'type': 'unknown', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
17.2221 	EXP 	faces: autoDraw = False
17.2221 	EXP 	cross: autoDraw = False
17.2221 	EXP 	faces: autoDraw = False
17.2221 	EXP 	faces: autoDraw = True
17.2221 	EXP 	faces: image = 'faces/unknown/unknown_210.jpg'
18.1793 	EXP 	cross: autoDraw = True
18.7920 	EXP 	cross: autoDraw = False
19.1795 	INFO 	Keyboard events cleared
19.1793 	EXP 	faces: autoDraw = True
21.1673 	EXP 	faces: autoDraw = False
21.1673 	EXP 	cross: autoDraw = False
21.1673 	EXP 	faces: autoDraw = False
21.1673 	EXP 	text_3: autoDraw = True
22.1611 	EXP 	text_3: autoDraw = False
22.1611 	EXP 	text_3: autoDraw = False
22.1624 	EXP 	project: status = STOPPED
22.1919 	INFO 	saved data to 'C:\\Users\\napat\\Documents\\GitHub\\BCI-P300-project\\data/043625_project_2025-05-04_16h41.20.303.csv'
22.1932 	INFO 	saved data to C:\Users\napat\Documents\GitHub\BCI-P300-project\data/043625_project_2025-05-04_16h41.20.303.psydat
22.3397 	DEBUG 	Saving data for project ExperimentHandler
